Num_Resolucion,Fecha_Resolucion,Año,Cod_Territorio,Nom_Territorio,Laboratorio_Vacuna,Cantidad,Uso_vacuna,fecha_corte
00000364,2021/03/23,2021,13001,CARTAGENA,SINOVAC,9043,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,15,BOYACA,SINOVAC,12415,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,17,CALDAS,SINOVAC,11496,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,18,CAQUETA,SINOVAC,2584,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,85,CASANARE,SINOVAC,2378,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,20,CESAR,SINOVAC,8180,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,25,CUNDINAMARCA,SINOVAC,23475,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,44,LA_GUAJIRA,SINOVAC,5350,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,47001,SANTA MARTA,SINOVAC,4275,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,50,META,SINOVAC,7315,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,52,NARIÑO,SINOVAC,13809,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,54,NORTE DE SANTANDER,SINOVAC,14266,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,63,QUINDIO,SINOVAC,7139,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,66,RISARALDA,SINOVAC,11749,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SINOVAC,480,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,68,SANTANDER,SINOVAC,21351,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,73,TOLIMA,SINOVAC,14798,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,76,VALLE_DEL_CAUCA,SINOVAC,46059,70 a 79 años,2021/03/25
00000364,2021/03/23,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SINOVAC,4092,18 años y más,2021/03/25
00000168,2021/02/16,2021,05,ANTIOQUIA,PFIZER,6570,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,81,ARAUCA,PFIZER,120,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,08,ATLANTICO,PFIZER,564,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,08001,BARRANQUILLA,PFIZER,2556,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,11,BOGOTA D.C.,PFIZER,12582,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,13,BOLIVAR,PFIZER,282,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,13001,CARTAGENA,PFIZER,1260,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,15,BOYACA,PFIZER,1074,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,17,CALDAS,PFIZER,990,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,18,CAQUETA,PFIZER,270,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,85,CASANARE,PFIZER,300,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,19,CAUCA,PFIZER,666,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,20,CESAR,PFIZER,1050,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,27,CHOCO,PFIZER,144,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,23,CORDOBA,PFIZER,1332,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,25,CUNDINAMARCA,PFIZER,1770,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,95,GUAVIARE,PFIZER,78,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,41,HUILA,PFIZER,1494,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,44,LA_GUAJIRA,PFIZER,450,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,47,MAGDALENA,PFIZER,210,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,47001,SANTA MARTA,PFIZER,720,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,50,META,PFIZER,960,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,52,NARIÑO,PFIZER,1776,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,54,NORTE DE SANTANDER,PFIZER,1356,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,86,PUTUMAYO,PFIZER,186,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,63,QUINDIO,PFIZER,540,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,66,RISARALDA,PFIZER,912,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PFIZER,42,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,68,SANTANDER,PFIZER,2388,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,70,SUCRE,PFIZER,696,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,73,TOLIMA,PFIZER,1344,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,76,VALLE_DEL_CAUCA,PFIZER,5184,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,76109,BUENAVENTURA,PFIZER,78,Talento humano en salud primera etapa,2021/04/29
00000168,2021/02/16,2021,99,VICHADA,PFIZER,24,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,91,AMAZONAS,SINOVAC,22741,Territorio Unificado,2021/04/29
00000195,2021/02/22,2021,94,GUAINIA,SINOVAC,12402,Territorio Unificado,2021/04/29
00000195,2021/02/22,2021,97,VAUPES,SINOVAC,5212,Territorio Unificado,2021/04/29
00000195,2021/02/22,2021,05,ANTIOQUIA,SINOVAC,10061,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,81,ARAUCA,SINOVAC,573,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,08,ATLANTICO,SINOVAC,1275,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,13,BOLIVAR,SINOVAC,1961,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,15,BOYACA,SINOVAC,4204,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,17,CALDAS,SINOVAC,1504,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,18,CAQUETA,SINOVAC,1024,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,85,CASANARE,SINOVAC,1274,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,19,CAUCA,SINOVAC,2976,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,20,CESAR,SINOVAC,1348,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,27,CHOCO,SINOVAC,227,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,23,CORDOBA,SINOVAC,2962,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,25,CUNDINAMARCA,SINOVAC,6144,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,95,GUAVIARE,SINOVAC,448,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,41,HUILA,SINOVAC,2751,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,44,LA_GUAJIRA,SINOVAC,2121,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,47,MAGDALENA,SINOVAC,1535,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,50,META,SINOVAC,2040,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,52,NARIÑO,SINOVAC,4113,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,54,NORTE DE SANTANDER,SINOVAC,2639,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,86,PUTUMAYO,SINOVAC,685,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,63,QUINDIO,SINOVAC,710,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,66,RISARALDA,SINOVAC,320,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,68,SANTANDER,SINOVAC,3056,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,70,SUCRE,SINOVAC,1785,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,73,TOLIMA,SINOVAC,3061,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,76,VALLE_DEL_CAUCA,SINOVAC,8042,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,99,VICHADA,SINOVAC,112,Talento humano en salud primera etapa,2021/04/29
00000195,2021/02/22,2021,05,ANTIOQUIA,SINOVAC,11106,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,81,ARAUCA,SINOVAC,309,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,08,ATLANTICO,SINOVAC,1667,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,08001,BARRANQUILLA,SINOVAC,2831,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,11,BOGOTA D.C.,SINOVAC,12026,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,13,BOLIVAR,SINOVAC,2078,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,13001,CARTAGENA,SINOVAC,1666,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,15,BOYACA,SINOVAC,2442,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,17,CALDAS,SINOVAC,1993,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,18,CAQUETA,SINOVAC,439,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,85,CASANARE,SINOVAC,391,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,19,CAUCA,SINOVAC,2374,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,20,CESAR,SINOVAC,1575,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,27,CHOCO,SINOVAC,742,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,23,CORDOBA,SINOVAC,3281,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,25,CUNDINAMARCA,SINOVAC,4063,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,95,GUAVIARE,SINOVAC,72,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,41,HUILA,SINOVAC,1675,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,44,LA_GUAJIRA,SINOVAC,1272,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,47,MAGDALENA,SINOVAC,1355,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,47001,SANTA MARTA,SINOVAC,730,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,50,META,SINOVAC,1200,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,52,NARIÑO,SINOVAC,2963,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,54,NORTE DE SANTANDER,SINOVAC,2576,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,86,PUTUMAYO,SINOVAC,395,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,63,QUINDIO,SINOVAC,1233,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,66,RISARALDA,SINOVAC,1975,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SINOVAC,70,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,68,SANTANDER,SINOVAC,3831,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,70,SUCRE,SINOVAC,2351,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,73,TOLIMA,SINOVAC,2716,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,76,VALLE_DEL_CAUCA,SINOVAC,8816,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,76109,BUENAVENTURA,SINOVAC,412,Mayores o iguales a 80 años,2021/04/29
00000195,2021/02/22,2021,99,VICHADA,SINOVAC,69,Mayores o iguales a 80 años,2021/04/29
00000205,2021/02/24,2021,05,ANTIOQUIA,PFIZER,6438,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,81,ARAUCA,PFIZER,54,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,08,ATLANTICO,PFIZER,486,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,08001,BARRANQUILLA,PFIZER,3294,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,11,BOGOTA D.C.,PFIZER,16218,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,13001,CARTAGENA,PFIZER,1560,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,15,BOYACA,PFIZER,552,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,17,CALDAS,PFIZER,966,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,18,CAQUETA,PFIZER,306,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,85,CASANARE,PFIZER,318,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,19,CAUCA,PFIZER,462,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,20,CESAR,PFIZER,978,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,27,CHOCO,PFIZER,132,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,23,CORDOBA,PFIZER,1242,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,25,CUNDINAMARCA,PFIZER,1242,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,95,GUAVIARE,PFIZER,78,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,41,HUILA,PFIZER,1086,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,44,LA_GUAJIRA,PFIZER,246,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,47,MAGDALENA,PFIZER,114,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,47001,SANTA MARTA,PFIZER,654,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,50,META,PFIZER,798,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,52,NARIÑO,PFIZER,1218,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,54,NORTE DE SANTANDER,PFIZER,1350,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,86,PUTUMAYO,PFIZER,114,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,63,QUINDIO,PFIZER,576,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,66,RISARALDA,PFIZER,1110,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PFIZER,54,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,68,SANTANDER,PFIZER,2466,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,70,SUCRE,PFIZER,678,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,73,TOLIMA,PFIZER,1032,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,76,VALLE_DEL_CAUCA,PFIZER,4698,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,76109,BUENAVENTURA,PFIZER,102,Talento humano en salud primera etapa,2021/04/29
00000205,2021/02/24,2021,99,VICHADA,PFIZER,30,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,05,ANTIOQUIA,PFIZER,15060,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,81,ARAUCA,PFIZER,96,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,08,ATLANTICO,PFIZER,1068,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,08001,BARRANQUILLA,PFIZER,7950,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,11,BOGOTA D.C.,PFIZER,39918,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,13001,CARTAGENA,PFIZER,3852,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,15,BOYACA,PFIZER,942,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,17,CALDAS,PFIZER,2160,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,18,CAQUETA,PFIZER,738,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,85,CASANARE,PFIZER,792,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,19,CAUCA,PFIZER,1128,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,20,CESAR,PFIZER,2190,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,27,CHOCO,PFIZER,282,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,23,CORDOBA,PFIZER,2808,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,25,CUNDINAMARCA,PFIZER,2754,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,95,GUAVIARE,PFIZER,168,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,41,HUILA,PFIZER,1062,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,44,LA_GUAJIRA,PFIZER,450,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,47,MAGDALENA,PFIZER,204,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,47001,SANTA MARTA,PFIZER,1464,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,50,META,PFIZER,1758,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,52,NARIÑO,PFIZER,2520,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,54,NORTE DE SANTANDER,PFIZER,3048,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,86,PUTUMAYO,PFIZER,210,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,63,QUINDIO,PFIZER,1380,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,66,RISARALDA,PFIZER,2610,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PFIZER,126,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,68,SANTANDER,PFIZER,5700,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,70,SUCRE,PFIZER,1626,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,73,TOLIMA,PFIZER,2160,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,76,VALLE_DEL_CAUCA,PFIZER,10410,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,76109,BUENAVENTURA,PFIZER,240,Talento humano en salud primera etapa,2021/04/29
00000267,2021/03/01,2021,99,VICHADA,PFIZER,126,Talento humano en salud primera etapa,2021/04/29
00000302,2021/03/06,2021,91,AMAZONAS,SINOVAC,175,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,05,ANTIOQUIA,SINOVAC,123541,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,81,ARAUCA,SINOVAC,3433,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,08,ATLANTICO,SINOVAC,18542,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,08001,BARRANQUILLA,SINOVAC,31495,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,11,BOGOTA D.C.,SINOVAC,133781,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,13,BOLIVAR,SINOVAC,23115,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,13001,CARTAGENA,SINOVAC,18527,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,15,BOYACA,SINOVAC,27164,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,17,CALDAS,SINOVAC,22170,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,18,CAQUETA,SINOVAC,4885,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,85,CASANARE,SINOVAC,4349,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,19,CAUCA,SINOVAC,26402,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,20,CESAR,SINOVAC,17523,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,27,CHOCO,SINOVAC,8251,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,23,CORDOBA,SINOVAC,36496,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,25,CUNDINAMARCA,SINOVAC,45193,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,94,GUAINIA,SINOVAC,177,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,95,GUAVIARE,SINOVAC,806,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,41,HUILA,SINOVAC,18632,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,44,LA_GUAJIRA,SINOVAC,14148,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,47,MAGDALENA,SINOVAC,15069,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,47001,SANTA MARTA,SINOVAC,8119,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,50,META,SINOVAC,13352,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,52,NARIÑO,SINOVAC,32955,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,54,NORTE DE SANTANDER,SINOVAC,28650,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,86,PUTUMAYO,SINOVAC,4393,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,63,QUINDIO,SINOVAC,13719,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,66,RISARALDA,SINOVAC,21965,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SINOVAC,776,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,68,SANTANDER,SINOVAC,42613,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,70,SUCRE,SINOVAC,26155,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,73,TOLIMA,SINOVAC,30210,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,76,VALLE_DEL_CAUCA,SINOVAC,98078,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,76109,BUENAVENTURA,SINOVAC,4586,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,97,VAUPES,SINOVAC,397,Mayores o iguales a 80 años,2021/04/29
00000302,2021/03/06,2021,99,VICHADA,SINOVAC,773,Mayores o iguales a 80 años,2021/04/29
00000330,2021/03/15,2021,05,ANTIOQUIA,PFIZER,6348,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,81,ARAUCA,PFIZER,36,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,08,ATLANTICO,PFIZER,438,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,08001,BARRANQUILLA,PFIZER,3654,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,11,BOGOTA D.C.,PFIZER,16914,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,13001,CARTAGENA,PFIZER,1626,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,15,BOYACA,PFIZER,402,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,17,CALDAS,PFIZER,924,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,18,CAQUETA,PFIZER,312,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,85,CASANARE,PFIZER,636,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,19,CAUCA,PFIZER,1146,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,20,CESAR,PFIZER,930,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,27,CHOCO,PFIZER,120,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,23,CORDOBA,PFIZER,1086,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,25,CUNDINAMARCA,PFIZER,1260,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,95,GUAVIARE,PFIZER,156,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,41,HUILA,PFIZER,450,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,44,LA_GUAJIRA,PFIZER,192,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,47,MAGDALENA,PFIZER,78,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,47001,SANTA MARTA,PFIZER,540,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,50,META,PFIZER,750,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,52,NARIÑO,PFIZER,1008,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,54,NORTE DE SANTANDER,PFIZER,1332,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,86,PUTUMAYO,PFIZER,258,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,63,QUINDIO,PFIZER,492,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,66,RISARALDA,PFIZER,1068,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PFIZER,42,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,68,SANTANDER,PFIZER,2472,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,70,SUCRE,PFIZER,690,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,73,TOLIMA,PFIZER,918,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,76,VALLE_DEL_CAUCA,PFIZER,3786,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,76109,BUENAVENTURA,PFIZER,180,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,99,VICHADA,PFIZER,72,Talento humano en salud primera etapa,2021/04/29
00000330,2021/03/15,2021,05,ANTIOQUIA,PFIZER,6570,Talento humano en salud Segunda etapa,2021/04/29
00000330,2021/03/15,2021,81,ARAUCA,PFIZER,120,Talento humano en salud Segunda etapa,2021/04/29
